Accession_Number	Identified Proteins (551)	Molecular Weight	ANOVA Test (P-Value	18129_DB_CORO_1	18129_DB_CORO_2	18129_DB_CORO_3	18129_DB_CORO_4	18129_DB_CORO	DB_CORO_MEAN	18129_HET_CORO_1	18129_HET_CORO_2	18129_HET_CORO_3	18129_HET_CORO_4	HET_CORO_MEAN	18129_KOHET_CORO_1	18129_KOHET_CORO_2	18129_KOHET_CORO_3	18129_KOHET_CORO_4	KOHET_CORO_MEAN	18129_KOKO_CORO_1	18129_KOKO_CORO_2	18129_KOKO_CORO_3	KOKO_CORO_MEAN		Entry	All_Pathways	ATP_Synthesis	Blood_Coagulation	Chemokine_Cytokine_Signaling	Cytoskeleton	De_Novo_Purine_Biosynthesis	EGF	FGF	Glycolysis	Huntington	Integrin	Nicotinic_Acetylcholine	Parkinson	Pyruvate_Metabolism	TCA_Cycle
DHE3_MOUSE	"Glutamate dehydrogenase 1, mitochondrial OS=Mus musculus GN=Glud1 PE=1 SV=1"	61 kDa	0.4	6.1477	6.0206	3.5912	3.2837	0	3.8086	1.1694	1.2492	2.4182	1.1032	1.485	3.3827	0	5.2977	6.4949	3.7938	1.5931	4.9973	3.2114	3.2673		P26443															
HBB1_MOUSE	Hemoglobin subunit beta-1 OS=Mus musculus GN=Hbb-b1 PE=1 SV=2	16 kDa	0.4	55.329	79.988	89.78	80.998	200.18	101.255	64.317	89.943	62.874	11.032	57.0415	74.419	220.65	157.87	63.867	129.2015	79.657	68.963	217.3	121.9733		P02088															
LAMB2_MOUSE	Laminin subunit beta-2 OS=Mus musculus GN=Lamb2 PE=2 SV=2	197 kDa	0.4	0.8782	1.7202	0.8978	1.0946	1.0762	1.1334	1.1694	0	4.8365	1.1032	1.7773	1.1276	0	0	0	0.2819	0	0.9995	2.1409	1.0468		Q61292	Integrin										Integrin				
SPRE_MOUSE	Sepiapterin reductase OS=Mus musculus GN=Spr PE=1 SV=1	28 kDa	0.4	1.7565	0	0	0	0	0.3513	0	0	0	0	0	3.3827	0	0	1.0825	1.1163	1.5931	0	1.0705	0.8879		Q64105															
TNNC1_MOUSE	"Troponin C, slow skeletal and cardiac muscles OS=Mus musculus GN=Tnnc1 PE=2 SV=1"	18 kDa	0.41	0.8782	0.8601	7.1824	0	8.6097	3.5061	3.5082	0	0	0	0.8771	2.2551	4.6747	3.1786	4.3299	3.6096	1.5931	0.9995	3.2114	1.9347		P19123															
VAPA_MOUSE	Vesicle-associated membrane protein-associated protein A OS=Mus musculus GN=Vapa PE=1 SV=2	28 kDa	0.41	0.8782	0	0	0	1.0762	0.3909	0	0	0	0	0	2.2551	0.9349	0	0	0.7975	0.7966	0	0	0.2655		Q9WV55															
ABHEB_MOUSE	Alpha/beta hydrolase domain-containing protein 14B OS=Mus musculus GN=Abhd14b PE=2 SV=1	22 kDa	0.43	0	0	0	0	0	0	0	0	0	0	0	1.1276	0	0	0	0.2819	0	0	0	0		Q8VCR7															
ASPN_MOUSE	Asporin OS=Mus musculus GN=Aspn PE=1 SV=1	43 kDa	0.43	0	0	0	0	0	0	0	0	0	8.8253	2.2063	0	0	0	0	0	0	0	0	0		Q99MQ4															
CKAP4_MOUSE	Cytoskeleton-associated protein 4 OS=Mus musculus GN=Ckap4 PE=2 SV=2	64 kDa	0.43	0	0	0	0	0	0	0	0	0	29.785	7.4463	0	0	0	0	0	0	0	0	0		Q8BMK4															
ENOA_MOUSE	Alpha-enolase OS=Mus musculus GN=Eno1 PE=1 SV=3	47 kDa	0.43	19.321	12.901	8.978	1.0946	4.3049	9.3199	4.6776	3.7476	2.4182	4.4126	3.814	10.148	0.9349	9.5359	14.072	8.6727	5.576	11.994	8.5636	8.7112		P17182	Glycolysis								Glycolysis						
H13_MOUSE	Histone H1.3 OS=Mus musculus GN=Hist1h1d PE=1 SV=2	22 kDa	0.43	0	0	0	0	0	0	0	1.2492	0	0	0.3123	0	0	0	0	0	0	0	0	0		P43277															
HNRPM_MOUSE	Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus GN=Hnrnpm PE=1 SV=3	78 kDa	0.43	0	0	0	0	0	0	0	0	0	2.2063	0.5516	0	0	0	0	0	0	0	0	0		Q9D0E1															
IMB1_MOUSE	Importin subunit beta-1 OS=Mus musculus GN=Kpnb1 PE=1 SV=2	97 kDa	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0595	0	0.2649	0	0	0	0		P70168															
KAD3_MOUSE	"GTP:AMP phosphotransferase AK3, mitochondrial OS=Mus musculus GN=Ak3 PE=1 SV=3"	25 kDa	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0595	0	0.2649	0	0	0	0		Q9WTP7	De_Novo_Purine_Biosynthesis					De_Novo_Purine_Biosynthesis									
KCC2D_MOUSE	Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Mus musculus GN=Camk2d PE=1 SV=1	56 kDa	0.43	0	0	0	0	0	0	0	0	0	0	0	1.1276	0	0	0	0.2819	0	0	0	0		Q6PHZ2	Chemokine_Cytokine_Signaling			Chemokine_Cytokine_Signaling											
KGP1_MOUSE	cGMP-dependent protein kinase 1 OS=Mus musculus GN=Prkg1 PE=1 SV=1	76 kDa	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.165	0.5413	0	0	0	0		P0C605															
LXN_MOUSE	Latexin OS=Mus musculus GN=Lxn PE=1 SV=2	25 kDa	0.43	0	0	0	0	0	0	0	0	0	0	0	2.2551	0	0	0	0.5638	0	0	0	0		P70202															
MIF_MOUSE	Macrophage migration inhibitory factor OS=Mus musculus GN=Mif PE=1 SV=2	13 kDa	0.43	0	0	0	0	0	0	1.1694	0	0	0	0.2924	0	0	0	0	0	0	0	0	0		P34884															
OST48_MOUSE	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus GN=Ddost PE=1 SV=2	49 kDa	0.43	0	0	0	0	0	0	0	0	0	0	0	2.2551	0	0	0	0.5638	0	0	0	0		O54734															
PARVA_MOUSE	Alpha-parvin OS=Mus musculus GN=Parva PE=1 SV=1	42 kDa	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0595	0	0.2649	0	0	0	0		Q9EPC1	Integrin										Integrin				
PDIA4_MOUSE	Protein disulfide-isomerase A4 OS=Mus musculus GN=Pdia4 PE=1 SV=3	72 kDa	0.43	0	0	0	0	0	0	0	0	0	1.1032	0.2758	0	0	0	0	0	0	0	0	0		P08003															
PLST_MOUSE	Plastin-3 OS=Mus musculus GN=Pls3 PE=1 SV=3	71 kDa	0.43	0	0	0	0	0	0	0	0	0	3.3095	0.8274	0	0	0	0	0	0	0	0	0		Q99K51															
PPBT_MOUSE	"Alkaline phosphatase, tissue-nonspecific isozyme OS=Mus musculus GN=Alpl PE=1 SV=2"	58 kDa	0.43	0	0	0	0	0	0	0	0	0	15.444	3.861	0	0	0	0	0	0	0	0	0		P09242															
PSB2_MOUSE	Proteasome subunit beta type-2 OS=Mus musculus GN=Psmb2 PE=1 SV=1	23 kDa	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0825	0.2706	0	0	0	0		Q9R1P3															
RHG01_MOUSE	Rho GTPase-activating protein 1 OS=Mus musculus GN=Arhgap1 PE=1 SV=1	50 kDa	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.165	0.5413	0	0	0	0		Q5FWK3	Cytoskeleton				Cytoskeleton										
TCPA_MOUSE	T-complex protein 1 subunit alpha OS=Mus musculus GN=Tcp1 PE=1 SV=3	60 kDa	0.43	0	0	0	0	0	0	0	1.2492	0	0	0.3123	0	0	0	0	0	0	0	0	0		P11983															
UCHL1_MOUSE	Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Mus musculus GN=Uchl1 PE=1 SV=1	25 kDa	0.43	0	0	0	0	0	0	0	0	0	0	0	1.1276	0	0	0	0.2819	0	0	0	0		Q9R0P9	Parkinson												Parkinson		
YTDC2_MOUSE	Probable ATP-dependent RNA helicase YTHDC2 OS=Mus musculus GN=Ythdc2 PE=1 SV=1	161 kDa	0.43	0	0	0	0	0	0	0	2.4984	0	0	0.6246	0	0	0	0	0	0	0	0	0		B2RR83															
AMPN_MOUSE	Aminopeptidase N OS=Mus musculus GN=Anpep PE=1 SV=4	110 kDa	0.44	0	0	0	1.0946	0	0.2189	0	0	0	0	0	0	0	0	0	0	1.5931	0	0	0.531		P97449															
GDIA_MOUSE	Rab GDP dissociation inhibitor alpha OS=Mus musculus GN=Gdi1 PE=1 SV=3	51 kDa	0.44	0	0.8601	0	0	0	0.172	0	0	0	0	0	0	0	1.0595	1.0825	0.5355	1.5931	0	0	0.531		P50396															
MOES_MOUSE	Moesin OS=Mus musculus GN=Msn PE=1 SV=3	68 kDa	0.44	9.6607	6.0206	4.489	14.229	4.3049	7.7408	3.5082	7.4952	12.091	26.476	12.3926	10.148	1.8699	6.3573	9.7424	7.0294	5.576	5.9968	4.2818	5.2849		P26041															
PDIA1_MOUSE	Protein disulfide-isomerase OS=Mus musculus GN=P4hb PE=1 SV=2	57 kDa	0.44	2.6347	3.4403	5.3868	1.0946	0	2.5113	0	0	0	3.3095	0.8274	2.2551	0	5.2977	3.2475	2.7001	0.7966	0.9995	2.1409	1.3123		P09103															
CH10_MOUSE	"10 kDa heat shock protein, mitochondrial OS=Mus musculus GN=Hspe1 PE=1 SV=2"	11 kDa	0.45	0.8782	0.8601	2.6934	2.1891	4.3049	2.1851	0	2.4984	2.4182	0	1.2292	2.2551	0.9349	1.0595	1.0825	1.333	0.7966	0.9995	1.0705	0.9555		Q64433															
PRELP_MOUSE	Prolargin OS=Mus musculus GN=Prelp PE=1 SV=2	43 kDa	0.45	13.174	11.181	5.3868	3.2837	10.762	8.7575	7.0164	8.7444	18.137	25.373	14.8177	10.148	7.4795	13.774	16.237	11.9096	7.9657	13.992	10.705	10.8876		Q9JK53															
CNN3_MOUSE	Calponin-3 OS=Mus musculus GN=Cnn3 PE=1 SV=1	36 kDa	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0825	0.2706	0	0.9995	0	0.3332		Q9DAW9															
COX5A_MOUSE	"Cytochrome c oxidase subunit 5A, mitochondrial OS=Mus musculus GN=Cox5a PE=1 SV=2"	16 kDa	0.46	6.1477	10.321	7.1824	4.3783	9.6859	7.5431	12.863	11.243	9.6729	0	8.4447	5.6378	7.4795	5.2977	5.4124	5.9569	4.7794	3.9978	5.3523	4.7098		P12787															
DYHC1_MOUSE	Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2	532 kDa	0.46	0	0	0	0	0	0	0	0	0	0	0	1.1276	0	0	0	0.2819	0	0	1.0705	0.3568		Q9JHU4	Huntington									Huntington					
NDUA6_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Mus musculus GN=Ndufa6 PE=1 SV=1	15 kDa	0.46	2.6347	2.5802	4.489	1.0946	2.1524	2.5902	4.6776	1.2492	3.6273	0	2.3885	4.5102	2.8048	7.4168	2.165	4.2242	3.9828	4.9973	2.1409	3.707		Q9CQZ5															
NDUS2_MOUSE	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Mus musculus GN=Ndufs2 PE=1 SV=1"	53 kDa	0.46	1.7565	2.5802	1.7956	0	4.3049	2.0874	1.1694	1.2492	0	1.1032	0.8805	0	1.8699	2.1191	1.0825	1.2679	2.3897	0.9995	0	1.1297		Q91WD5															
ALBU_MOUSE	Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3	69 kDa	0.47	98.363	101.49	123.9	197.02	236.77	151.5086	97.061	157.4	111.24	52.952	104.6633	121.78	176.7	108.07	123.4	132.4875	101.96	87.952	146.65	112.1873		P07724															
CAPZB_MOUSE	F-actin-capping protein subunit beta OS=Mus musculus GN=Capzb PE=1 SV=3	31 kDa	0.47	0.8782	0	0.8978	0	0	0.3552	0	0	0	1.1032	0.2758	0	0	0	0	0	0	0	0	0		P47757															
FABPH_MOUSE	"Fatty acid-binding protein, heart OS=Mus musculus GN=Fabp3 PE=1 SV=5"	15 kDa	0.47	10.539	15.481	11.671	9.8511	20.448	13.598	23.388	8.7444	6.0456	0	9.5445	9.0205	6.5446	7.4168	6.4949	7.3692	6.3725	10.994	13.916	10.4275		P11404															
IVD_MOUSE	"Isovaleryl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Ivd PE=1 SV=1"	46 kDa	0.47	0.8782	0.8601	0.8978	0	0	0.5272	1.1694	0	0	1.1032	0.5682	3.3827	2.8048	0	0	1.5469	1.5931	0	0	0.531		Q9JHI5															
KCRS_MOUSE	"Creatine kinase S-type, mitochondrial OS=Mus musculus GN=Ckmt2 PE=1 SV=1"	47 kDa	0.47	8.7824	12.901	12.569	6.5674	11.838	10.5316	21.049	2.4984	9.6729	9.9284	10.7872	4.5102	12.154	3.1786	4.3299	6.0432	11.152	7.9957	4.2818	7.8098		Q6P8J7															
PGAM1_MOUSE	Cluster of Phosphoglycerate mutase 1 OS=Mus musculus GN=Pgam1 PE=1 SV=3 (PGAM1_MOUSE)	29 kDa	0.47	0.8782	0	0.8978	0	0	0.3552	0	0	0	1.1032	0.2758	2.2551	0.9349	0	0	0.7975	0	0	0	0		Q9DBJ1	Glycolysis								Glycolysis						
PGAM2_MOUSE	Phosphoglycerate mutase 2 OS=Mus musculus GN=Pgam2 PE=1 SV=3	29 kDa	0.47	0.8782	0	0.8978	0	0	0.3552	0	0	0	1.1032	0.2758	2.2551	0.9349	0	0	0.7975	0	0	0	0		O70250	Glycolysis								Glycolysis						
CLIC4_MOUSE	Chloride intracellular channel protein 4 OS=Mus musculus GN=Clic4 PE=1 SV=3	29 kDa	0.48	0.8782	0	0.8978	0	0	0.3552	0	0	0	0	0	1.1276	0	0	0	0.2819	0	0	0	0		Q9QYB1															
MYH11_MOUSE	Myosin-11 OS=Mus musculus GN=Myh11 PE=1 SV=1	227 kDa	0.48	308.26	266.62	185.85	299.91	243.22	260.772	264.29	337.29	318	250.42	292.5	289.78	245.89	297.73	363.72	299.28	323.41	326.82	269.75	306.66		O08638															
ODPA_MOUSE	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Mus musculus GN=Pdha1 PE=1 SV=1"	43 kDa	0.48	1.7565	5.1605	4.489	1.0946	3.2286	3.1458	4.6776	0	1.2091	1.1032	1.7475	3.3827	4.6747	1.0595	0	2.2792	3.9828	3.9978	3.2114	3.7307		P35486	"Pyruvate_Metabolism, TCA_Cycle"													Pyruvate_Metabolism	TCA_Cycle
RL12_MOUSE	60S ribosomal protein L12 OS=Mus musculus GN=Rpl12 PE=1 SV=2	18 kDa	0.48	0	0	0	1.0946	0	0.2189	0	0	0	0	0	1.1276	0	1.0595	0	0.5468	0	0.9995	0	0.3332		P35979															
MLRV_MOUSE	"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform OS=Mus musculus GN=Myl2 PE=1 SV=3"	19 kDa	0.49	53.573	59.346	65.54	50.35	92.554	64.2726	81.859	28.732	42.319	34.198	46.777	41.72	65.446	55.096	62.784	56.2615	61.336	57.969	55.664	58.323		P51667															
VAT1_MOUSE	Synaptic vesicle membrane protein VAT-1 homolog OS=Mus musculus GN=Vat1 PE=1 SV=3	43 kDa	0.49	0.8782	0.8601	0	0	1.0762	0.5629	0	0	0	0	0	0	0	1.0595	2.165	0.8061	0	1.9989	0	0.6663		Q62465	Huntington									Huntington					
PRDX6_MOUSE	Peroxiredoxin-6 OS=Mus musculus GN=Prdx6 PE=1 SV=3	25 kDa	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1191	0	0.5298	0	0	1.0705	0.3568		O08709															
CAR11_MOUSE	Caspase recruitment domain-containing protein 11 OS=Mus musculus GN=Card11 PE=1 SV=2	134 kDa	0.51	0.8782	0	0	0	0	0.1756	0	0	0	1.1032	0.2758	0	0	0	0	0	0	0	2.1409	0.7136		Q8CIS0															
HBB2_MOUSE	Hemoglobin subunit beta-2 OS=Mus musculus GN=Hbb-b2 PE=1 SV=2	16 kDa	0.51	20.2	30.103	35.014	38.31	54.887	35.7028	28.066	32.479	20.555	0	20.275	20.296	49.552	47.68	19.485	34.2533	26.287	17.99	71.72	38.6657		P02089															
VIME_MOUSE	 Vimentin OS=Mus musculus GN=Vim PE=1 SV=3	54 kDa	0.51	204.63	159.11	177.77	146.67	125.92	162.82	130.97	217.36	145.09	433.54	231.74	208.6	146.79	140.92	163.46	164.9425	162.5	186.9	162.71	170.7033		P20152															
ANX11_MOUSE	Annexin A11 OS=Mus musculus GN=Anxa11 PE=1 SV=2	54 kDa	0.52	1.7565	0.8601	0	0	0	0.5233	0	0	0	0	0	1.1276	0	1.0595	0	0.5468	0.7966	0	0	0.2655		P97384															
PDIA6_MOUSE	Protein disulfide-isomerase A6 OS=Mus musculus GN=Pdia6 PE=1 SV=3	48 kDa	0.52	2.6347	0.8601	0	0	0	0.699	0	0	0	0	0	1.1276	0	0	2.165	0.8232	0.7966	0	0	0.2655		Q922R8															
SPTB2_MOUSE	"Spectrin beta chain, non-erythrocytic 1 OS=Mus musculus GN=Sptbn1 PE=1 SV=2"	274 kDa	0.52	1.7565	0	0	0	0	0.3513	2.3388	1.2492	0	0	0.897	0	0	0	0	0	0	1.9989	0	0.6663		Q62261															
TBA1B_MOUSE	Tubulin alpha-1B chain OS=Mus musculus GN=Tuba1b PE=1 SV=2	50 kDa	0.52	35.13	29.243	17.956	22.986	18.296	24.7222	24.558	33.729	21.764	60.674	35.1813	27.061	28.048	29.667	44.382	32.2895	32.659	36.98	27.832	32.4903		P05213															
TMEDA_MOUSE	Transmembrane emp24 domain-containing protein 10 OS=Mus musculus GN=Tmed10 PE=2 SV=1	25 kDa	0.52	0.8782	0.8601	0.8978	0	2.1524	0.9577	1.1694	0	0	0	0.2924	0	0	1.0595	1.0825	0.5355	1.5931	0.9995	0	0.8642		Q9D1D4															
CD36_MOUSE	Platelet glycoprotein 4 OS=Mus musculus GN=Cd36 PE=1 SV=2	53 kDa	0.53	0.8782	2.5802	3.5912	3.2837	6.4573	3.3581	2.3388	0	2.4182	3.3095	2.0166	3.3827	0.9349	2.1191	2.165	2.1504	3.1863	1.9989	2.1409	2.442		Q08857															
MYPT2_MOUSE	Protein phosphatase 1 regulatory subunit 12B OS=Mus musculus GN=Ppp1r12b PE=1 SV=2	109 kDa	0.53	0	0	0	0	1.0762	0.2152	0	0	0	0	0	0	0	0	0	0	0	0	1.0705	0.3568		Q8BG95															
PPIB_MOUSE	Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus GN=Ppib PE=2 SV=2	24 kDa	0.53	0	0	0	0	1.0762	0.2152	0	0	0	0	0	0	0	5.2977	0	1.3244	0.7966	1.9989	0	0.9318		P24369															
TERA_MOUSE	Transitional endoplasmic reticulum ATPase OS=Mus musculus GN=Vcp PE=1 SV=4	89 kDa	0.54	2.6347	1.7202	0	1.0946	4.3049	1.9509	0	2.4984	2.4182	2.2063	1.7807	1.1276	1.8699	0	1.0825	1.02	4.7794	1.9989	1.0705	2.6163		Q01853															
BGH3_MOUSE	Transforming growth factor-beta-induced protein ig-h3 OS=Mus musculus GN=Tgfbi PE=2 SV=1	75 kDa	0.55	0	0.8601	0	0	0	0.172	0	0	0	4.4126	1.1032	0	0	0	0	0	0	0.9995	0	0.3332		P82198															
H2A2A_MOUSE	Histone H2A type 2-A OS=Mus musculus GN=Hist2h2aa1 PE=1 SV=3	14 kDa	0.55	41.277	30.963	35.014	33.932	50.582	38.3536	53.793	62.46	51.992	12.135	45.095	52.995	43.007	43.441	57.372	49.2038	43.015	59.968	48.17	50.3843		Q6GSS7															
PGM1_MOUSE	Phosphoglucomutase-1 OS=Mus musculus GN=Pgm1 PE=1 SV=4	61 kDa	0.55	0	0	0	0	0	0	2.3388	0	0	0	0.5847	1.1276	0	0	0	0.2819	0	0	0	0		Q9D0F9															
SFXN3_MOUSE	Sideroflexin-3 OS=Mus musculus GN=Sfxn3 PE=1 SV=1	35 kDa	0.55	0	0.8601	0	0	0	0.172	0	0	0	0	0	0	0	0	0	0	0.7966	0	0	0.2655		Q91V61															
TCPE_MOUSE	T-complex protein 1 subunit epsilon OS=Mus musculus GN=Cct5 PE=1 SV=1	60 kDa	0.55	0	0.8601	0	0	0	0.172	0	0	0	0	0	0	0	0	0	0	0.7966	0	0	0.2655		P80316															
TKT_MOUSE	Transketolase OS=Mus musculus GN=Tkt PE=1 SV=1	68 kDa	0.55	7.0259	4.3004	3.5912	7.662	2.1524	4.9464	3.5082	3.7476	1.2091	3.3095	2.9436	6.7654	4.6747	2.1191	8.6599	5.5548	2.3897	10.994	3.2114	5.5317		P40142															
HBA_MOUSE	Hemoglobin subunit alpha OS=Mus musculus GN=Hba PE=1 SV=2	15 kDa	0.56	28.104	61.926	80.802	70.052	145.29	77.2348	46.776	89.943	55.619	4.4126	49.1877	56.378	190.73	143.04	28.145	104.5733	64.522	40.978	195.89	100.4633		P01942															
PARK7_MOUSE	Protein DJ-1 OS=Mus musculus GN=Park7 PE=1 SV=1	20 kDa	0.56	0.8782	0	0	1.0946	0	0.3946	0	0	0	0	0	0	0.9349	0	1.0825	0.5044	1.5931	0	0	0.531		Q99LX0															
TBB5_MOUSE	Tubulin beta-5 chain OS=Mus musculus GN=Tubb5 PE=1 SV=1	50 kDa	0.56	34.251	30.963	27.832	22.986	20.448	27.296	10.525	24.984	14.509	48.539	24.6393	30.444	27.113	37.084	41.135	33.944	31.066	30.983	31.043	31.0307		P99024	"Cytoskeleton, Huntington"				Cytoskeleton					Huntington					
GRP75_MOUSE	"Stress-70 protein, mitochondrial OS=Mus musculus GN=Hspa9 PE=1 SV=3"	73 kDa	0.57	9.6607	8.6008	17.058	16.418	9.6859	12.2847	12.863	7.4952	20.555	5.5158	11.6073	11.276	14.959	12.715	15.155	13.5263	11.152	6.9962	8.5636	8.9039		P38647	Parkinson												Parkinson		
TBA1A_MOUSE	Tubulin alpha-1A chain OS=Mus musculus GN=Tuba1a PE=1 SV=1	50 kDa	0.57	33.373	28.383	16.16	20.797	15.067	22.756	22.219	31.23	18.137	57.364	32.2375	24.806	25.243	30.727	43.3	31.019	29.473	34.981	25.691	30.0483		P68369															
DUS3_MOUSE	Dual specificity protein phosphatase 3 OS=Mus musculus GN=Dusp3 PE=1 SV=1	20 kDa	0.58	0.8782	0	0	0	0	0.1756	0	0	0	0	0	0	1.8699	0	0	0.4675	0	0	0	0		Q9D7X3															
FBLI1_MOUSE	Filamin-binding LIM protein 1 OS=Mus musculus GN=Fblim1 PE=1 SV=2	41 kDa	0.58	0.8782	0	0	0	0	0.1756	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Q71FD7															
H10_MOUSE	Histone H1.0 OS=Mus musculus GN=H1f0 PE=2 SV=4	21 kDa	0.58	0.8782	0	0	0	0	0.1756	0	0	0	0	0	0	0	0	0	0	0	0	0	0		P10922															
HS71L_MOUSE	Heat shock 70 kDa protein 1-like OS=Mus musculus GN=Hspa1l PE=2 SV=4	71 kDa	0.58	0	0	0	0	0	0	10.525	0	0	0	2.6313	0	0	0	7.5774	1.8944	0	0	0	0		P16627	Parkinson												Parkinson		
ITA8_MOUSE	Integrin alpha-8 OS=Mus musculus GN=Itga8 PE=1 SV=1	118 kDa	0.58	0	0	0.8978	0	0	0.1796	0	0	0	0	0	0	0	0	0	0	0	0	0	0		A2ARA8	Integrin										Integrin				
RAN_MOUSE	GTP-binding nuclear protein Ran OS=Mus musculus GN=Ran PE=1 SV=3	24 kDa	0.58	0	1.7202	0	0	0	0.344	0	0	0	0	0	0	0	0	0	0	0	0	0	0		P62827															
SNTB2_MOUSE	Beta-2-syntrophin OS=Mus musculus GN=Sntb2 PE=1 SV=2	56 kDa	0.58	0.8782	0	0	0	0	0.1756	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Q61235															
SPTN1_MOUSE	"Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus GN=Sptan1 PE=1 SV=4"	285 kDa	0.58	0	0.8601	0	3.2837	0	0.8288	0	1.2492	0	0	0.3123	0	0	0	0	0	0.7966	0.9995	0	0.5987		P16546															
UB2V1_MOUSE	Ubiquitin-conjugating enzyme E2 variant 1 OS=Mus musculus GN=Ube2v1 PE=1 SV=1	16 kDa	0.58	0	0	0	0	1.0762	0.2152	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Q9CZY3															
VP13B_MOUSE	Vacuolar protein sorting-associated protein 13B OS=Mus musculus GN=Vps13b PE=2 SV=2	446 kDa	0.58	0	0	1.7956	0	0	0.3591	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Q80TY5															
HEMO_MOUSE	Hemopexin OS=Mus musculus GN=Hpx PE=1 SV=2	51 kDa	0.59	0	0	0	0	1.0762	0.2152	1.1694	0	1.2091	1.1032	0.8704	0	0	2.1191	0	0.5298	0.7966	0	1.0705	0.6224		Q91X72															
MFGM_MOUSE	Lactadherin OS=Mus musculus GN=Mfge8 PE=1 SV=3	51 kDa	0.59	10.539	6.0206	6.2846	3.2837	2.1524	5.6561	2.3388	6.246	2.4182	3.3095	3.5781	5.6378	3.7398	5.2977	4.3299	4.7513	3.1863	5.9968	4.2818	4.4883		P21956															
K2C75_MOUSE	"Keratin, type II cytoskeletal 75 OS=Mus musculus GN=Krt75 PE=1 SV=1"	60 kDa	0.6	34.251	38.704	32.321	30.648	51.658	37.5164	43.268	0	33.855	40.817	29.485	0	40.202	47.68	0	21.9705	28.676	32.982	37.466	33.0413		Q8BGZ7															
NDUS4_MOUSE	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Mus musculus GN=Ndufs4 PE=1 SV=3"	20 kDa	0.61	0	0.8601	0	0	1.0762	0.3873	3.5082	0	0	0	0.8771	1.1276	1.8699	0	1.0825	1.02	2.3897	0	2.1409	1.5102		Q9CXZ1															
H4_MOUSE	Histone H4 OS=Mus musculus GN=Hist1h4a PE=1 SV=2	11 kDa	0.62	25.469	22.362	15.263	24.08	25.829	22.6006	40.929	23.735	22.973	1.1032	22.1851	24.806	28.048	21.191	32.475	26.63	25.49	33.982	31.043	30.1717		P62806															
HCDH_MOUSE	"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Mus musculus GN=Hadh PE=1 SV=2"	34 kDa	0.64	4.3912	3.4403	4.489	6.5674	4.3049	4.6386	4.6776	3.7476	3.6273	4.4126	4.1163	3.3827	5.6096	2.1191	4.3299	3.8603	4.7794	3.9978	5.3523	4.7098		Q61425															
RSSA_MOUSE	40S ribosomal protein SA OS=Mus musculus GN=Rpsa PE=1 SV=4	33 kDa	0.64	1.7565	0	0	0	0	0.3513	0	0	0	0	0	0	0	0	0	0	0.7966	0	0	0.2655		P14206															
PDIA3_MOUSE	Protein disulfide-isomerase A3 OS=Mus musculus GN=Pdia3 PE=1 SV=2	57 kDa	0.65	2.6347	3.4403	2.6934	0	0	1.7537	1.1694	1.2492	1.2091	5.5158	2.2859	0	0.9349	5.2977	6.4949	3.1819	2.3897	0.9995	0	1.1297		P27773															
ADIPO_MOUSE	Adiponectin OS=Mus musculus GN=Adipoq PE=1 SV=2	27 kDa	0.66	2.6347	4.3004	3.5912	2.1891	0	2.5431	0	0	0	3.3095	0.8274	6.7654	1.8699	0	0	2.1588	2.3897	1.9989	1.0705	1.8197		Q60994															
H2A1F_MOUSE	Histone H2A type 1-F OS=Mus musculus GN=Hist1h2af PE=1 SV=3	14 kDa	0.66	43.034	31.823	37.708	35.026	53.811	40.2804	57.301	64.959	54.41	12.135	47.2013	56.378	44.877	42.382	60.619	51.064	43.811	60.967	47.1	50.626		Q8CGP5															
